2019-11-04 14:54:35, 10.0, 4.472135955
2019-11-04 14:55:05, 6.0, 3.46410161514
2019-11-04 14:55:35, 10.0, 4.472135955
2019-11-04 14:56:05, 12.0, 4.89897948557
2019-11-04 14:56:35, 4.0, 2.82842712475
2019-11-04 14:57:05, 10.0, 4.472135955
2019-11-04 14:57:35, 10.0, 4.472135955
2019-11-04 14:58:05, 8.0, 4.0
2019-11-04 14:58:35, 10.0, 4.472135955
2019-11-04 14:59:05, 12.0, 4.89897948557
2019-11-04 14:59:35, 10.0, 4.472135955
2019-11-04 15:00:05, 6.0, 3.46410161514
2019-11-04 15:00:35, 16.0, 5.65685424949
2019-11-04 15:01:05, 6.0, 3.46410161514
2019-11-04 15:01:35, 10.0, 4.472135955
2019-11-04 15:02:05, 6.0, 3.46410161514
2019-11-04 15:02:35, 10.0, 4.472135955
2019-11-04 15:03:05, 16.0, 5.65685424949
2019-11-04 15:03:35, 16.0, 5.65685424949
2019-11-04 15:04:05, 4.0, 2.82842712475
2019-11-04 15:04:35, 10.0, 4.472135955
2019-11-04 15:05:05, 10.0, 4.472135955
2019-11-04 15:05:35, 12.0, 4.89897948557
2019-11-04 15:06:05, 10.0, 4.472135955
2019-11-04 15:06:35, 2.0, 2.0
2019-11-04 15:07:05, 12.0, 4.89897948557
2019-11-04 15:07:35, 8.0, 4.0
2019-11-04 15:08:05, 8.0, 4.0
2019-11-04 15:08:35, 14.0, 5.29150262213
2019-11-04 15:09:05, 4.0, 2.82842712475
2019-11-04 15:09:35, 14.0, 5.29150262213
2019-11-04 15:10:05, 10.0, 4.472135955
2019-11-04 15:10:35, 10.0, 4.472135955
2019-11-04 15:11:05, 10.0, 4.472135955
2019-11-04 15:11:35, 10.0, 4.472135955
2019-11-04 15:12:05, 10.0, 4.472135955
2019-11-04 15:12:35, 4.0, 2.82842712475
2019-11-04 15:13:05, 10.0, 4.472135955
2019-11-04 15:13:35, 6.0, 3.46410161514
2019-11-04 15:14:05, 10.0, 4.472135955
2019-11-04 15:14:35, 6.0, 3.46410161514
2019-11-04 15:15:05, 2.0, 2.0
2019-11-04 15:15:35, 4.0, 2.82842712475
2019-11-04 15:16:05, 6.0, 3.46410161514
2019-11-04 15:16:35, 6.0, 3.46410161514
2019-11-04 15:17:05, 10.0, 4.472135955
