GQ Electronics LLC, GMC Data Viewer,Version 2.60
Date Time,Type,uSv/h,CPM,#1(CPS),#2(CPS),#3(CPS),#4(CPS),#5(CPS),#6(CPS),#7(CPS),#8(CPS),#9(CPS),#10(CPS),#11(CPS),#12(CPS),#13(CPS),#14(CPS),#15(CPS),#16(CPS),#17(CPS),#18(CPS),#19(CPS),#20(CPS),#21(CPS),#22(CPS),#23(CPS),#24(CPS),#25(CPS),#26(CPS),#27(CPS),#28(CPS),#29(CPS),#30(CPS),#31(CPS),#32(CPS),#33(CPS),#34(CPS),#35(CPS),#36(CPS),#37(CPS),#38(CPS),#39(CPS),#40(CPS),#41(CPS),#42(CPS),#43(CPS),#44(CPS),#45(CPS),#46(CPS),#47(CPS),#48(CPS),#49(CPS),#50(CPS),#51(CPS),#52(CPS),#53(CPS),#54(CPS),#55(CPS),#56(CPS),#57(CPS),#58(CPS),#59(CPS),#60(CPS),
2017-06-27 11:40,Every Second,0.052,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2017-06-27 11:41,Every Second,0.052,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
2017-06-27 11:42,Every Second,0.091,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,
2017-06-27 11:43,Every Second,0.097,15,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,
2017-06-27 11:44,Every Second,0.078,12,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2017-06-27 11:45,Every Second,0.078,12,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,
2017-06-27 11:46,Every Second,0.052,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
2017-06-27 11:47,Every Second,0.123,19,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,
2017-06-27 11:48,Every Second,0.117,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,0,1,
2017-06-27 11:49,Every Second,0.104,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,
2017-06-27 11:50,Every Second,0.104,16,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,
2017-06-27 11:51,Every Second,0.097,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
2017-06-27 11:52,Every Second,0.058,9,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017-06-27 11:53,Every Second,0.072,11,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
2017-06-27 11:54,Every Second,0.097,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,
2017-06-27 11:55,Every Second,0.111,17,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,
2017-06-27 11:56,Every Second,0.078,12,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,
2017-06-27 11:57,Every Second,0.097,15,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,
2017-06-27 11:58,Every Second,0.104,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,0,
2017-06-27 11:59,Every Second,0.123,19,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,
2017-06-27 12:00,Every Second,0.117,18,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,1,0,0,
2018-10-27 10:38,Every Second,0.247,38,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,2,0,1,0,1,0,
2018-10-27 10:39,Every Second,0.123,19,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,1,
2018-10-27 10:40,Every Second,0.149,23,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,
2018-10-27 10:41,Every Second,0.097,15,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-10-27 11:19,Every Second,0.221,34,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,
2018-10-27 11:20,Every Second,0.117,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,2,1,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,
2018-10-27 11:21,Every Second,0.143,22,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,2,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,
2018-10-27 11:22,Every Second,0.176,27,0,1,1,0,1,0,0,2,1,1,1,0,0,0,0,0,0,2,2,0,2,1,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2018-10-27 13:58,Every Second,2.191,337,1,0,2,1,12,9,6,7,5,5,3,3,1,2,1,1,3,2,12,10,16,13,6,11,2,1,4,5,6,15,9,3,9,8,5,0,0,0,0,0,7,14,12,16,5,2,5,9,5,9,7,4,4,7,2,2,2,2,1,2,
2018-10-27 13:59,Every Second,0.494,76,4,5,2,5,4,2,3,2,4,8,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,1,0,4,0,1,1,0,0,2,4,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,1,
2018-10-27 14:00,Every Second,0.396,61,0,2,1,2,1,0,0,1,3,1,1,1,0,1,0,2,1,1,2,3,2,2,0,1,1,0,0,2,2,0,0,1,0,1,1,3,1,2,1,0,0,0,1,3,1,1,2,1,1,0,0,1,0,1,2,2,0,0,1,1,
2018-10-27 14:01,Every Second,0.331,51,1,0,0,1,1,1,2,1,1,0,0,1,2,1,1,1,1,0,1,2,1,0,0,0,1,3,1,2,1,0,1,0,0,1,0,0,0,1,2,1,1,0,1,0,2,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,
2018-10-27 14:02,Every Second,0.461,71,0,1,3,1,0,1,0,2,1,1,3,1,0,0,0,0,2,1,1,2,3,2,1,0,0,2,3,0,1,0,2,0,0,0,1,0,0,2,0,2,2,0,2,1,1,1,0,3,3,1,1,1,2,0,1,1,2,3,0,7,
2018-10-27 14:03,Every Second,0.455,70,1,1,1,2,3,1,1,3,1,1,2,2,0,1,0,1,1,0,0,1,2,2,2,3,1,0,1,1,1,1,1,1,1,0,1,3,0,1,0,1,0,1,0,1,1,2,1,1,2,1,1,3,1,2,0,4,1,0,0,2,
2018-10-27 14:04,Every Second,0.396,61,1,1,0,2,3,5,1,2,3,0,2,0,2,2,3,0,1,1,0,2,2,0,1,0,2,0,1,2,0,1,2,0,1,2,0,0,0,0,1,1,0,1,1,2,4,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,
2018-10-27 14:05,Every Second,0.234,36,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,2,2,1,1,1,1,2,0,1,0,0,1,0,3,0,0,0,0,1,0,1,2,0,1,0,0,1,0,2,0,0,0,1,0,1,
2018-10-27 14:06,Every Second,0.345,53,1,2,1,0,0,1,0,3,4,0,2,2,0,1,1,1,1,0,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,3,1,4,1,2,0,0,0,2,2,0,1,0,2,
2018-10-27 14:07,Every Second,0.384,59,1,0,1,0,2,2,2,0,1,4,2,0,2,0,0,0,0,0,1,2,0,0,2,3,0,1,1,0,0,4,1,0,0,1,2,2,0,2,1,2,0,1,1,1,0,1,1,0,2,0,0,0,1,2,0,1,0,2,3,1,
2018-10-27 14:08,Every Second,0.162,25,0,1,1,1,0,1,2,1,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,
2018-10-27 14:09,Every Second,0.117,18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,2,0,0,0,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,
2018-10-27 14:10,Every Second,0.117,18,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,
2018-10-27 14:11,Every Second,0.078,12,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
2018-10-27 14:12,Every Second,0.117,18,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,
2018-10-27 14:13,Every Second,0.130,20,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,
2018-10-27 14:14,Every Second,0.845,130,0,0,1,0,1,2,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,3,0,3,1,0,8,14,13,26,11,1,0,3,3,0,0,2,0,8,17,
2018-10-27 14:15,Every Second,0.877,135,17,14,20,10,3,3,1,1,1,2,1,4,4,1,2,1,0,0,0,1,0,1,3,12,2,3,1,0,1,0,0,1,1,0,1,3,0,2,2,1,1,0,0,0,0,1,2,0,2,1,0,0,2,3,0,1,1,1,0,0,
2018-10-27 14:16,Every Second,0.162,25,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,1,1,1,0,0,2,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,
2018-10-27 14:17,Every Second,0.195,30,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,2,0,1,1,2,0,0,3,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,
2018-10-27 14:18,Every Second,0.111,17,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,1,1,0,
2018-10-27 14:19,Every Second,0.137,21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,1,0,0,1,0,0,1,2,0,0,
2018-10-27 14:20,Every Second,0.169,26,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,2,0,0,0,4,0,0,0,0,1,1,0,0,1,2,0,0,0,1,0,
2018-10-27 14:21,Every Second,0.156,24,0,0,0,0,0,2,2,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,1,0,0,0,2,0,0,
2018-10-27 14:22,Every Second,0.111,17,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,
2018-10-27 14:23,Every Second,0.084,13,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,
2018-10-27 14:24,Every Second,0.162,25,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,0,
2018-10-27 14:25,Every Second,0.130,20,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,
2018-10-27 14:26,Every Second,0.084,13,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-10-27 14:27,Every Second,0.208,32,1,0,1,0,1,0,0,0,1,0,0,1,2,1,1,0,0,3,1,1,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,3,1,0,0,0,
2018-10-27 14:28,Every Second,0.111,17,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,2,0,0,1,0,0,0,0,1,0,0,
2018-10-27 14:29,Every Second,0.137,21,0,0,1,0,0,0,0,1,0,1,2,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,
2018-10-27 14:30,Every Second,0.091,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
2018-10-27 14:31,Every Second,0.097,15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,
2018-10-27 14:32,Every Second,0.130,20,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,3,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2018-10-27 14:33,Every Second,0.097,15,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,
2018-10-27 14:34,Every Second,0.097,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,
2018-10-27 14:35,Every Second,0.117,18,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,2,1,0,0,1,
2018-10-27 14:36,Every Second,0.143,22,0,0,2,0,0,1,0,0,0,1,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,1,0,0,2,0,0,0,0,
2018-10-27 14:37,Every Second,0.097,15,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,
2018-10-27 14:38,Every Second,0.162,25,1,3,1,0,1,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,
2018-10-27 14:39,Every Second,0.137,21,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,
2018-10-27 14:40,Every Second,0.162,25,1,1,1,0,0,0,0,0,2,1,0,0,0,0,1,2,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,
2018-10-27 14:41,Every Second,0.162,25,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,1,0,2,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,
2018-10-27 14:42,Every Second,0.091,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,
2018-10-27 14:43,Every Second,0.123,19,0,0,0,1,0,0,2,1,1,0,0,0,0,0,1,1,0,1,0,2,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,
